2^1	1.972292804568506	1.962155930994528	0.544129368198102	0.000000000000000	0.000000000000000	0.000000000000000	
2^2	1.813564150447508	1.723762846060554	0.613329324463750	0.008071233495521	0.100000000000000	0.000000000000000	
2^3	1.719542110553308	1.639427575274429	0.451206614881742	0.014148821114249	0.116666666666667	0.000000000000000	
2^4	1.455418153097976	1.339156634584870	0.349377881004191	0.022677496545090	0.200000000000000	0.000000000000000	
2^5	1.060110981037681	0.982693523251384	0.216964484508743	0.026207010199908	0.130036630036630	0.000000000000000	
2^6	0.840646478242312	0.774237088981479	0.125967047183148	0.031715247041415	0.161245041952708	0.000000000000000	
2^7	0.618876313971182	0.545666936748801	0.083390205256354	0.031512656497336	0.184256266027371	0.000000000000000	
2^8	0.466345070438686	0.394203415175969	0.049680745663287	0.032979404976096	0.161559559043605	0.000000000000000	
2^9	0.357236542433794	0.284928817611224	0.026451726069755	0.033245576386862	0.147899262350073	0.000000000000000	
2^10	0.268611188447126	0.210959628732202	0.011789678359318	0.033077062070779	0.119232919765640	0.000000000000000	
2^11	0.208952707985660	0.162773669635657	0.005658745260066	0.033639538089804	0.090105436045964	0.000000000000000	
2^12	0.162734135095278	0.127083241765120	0.003022691346723	0.033546504283863	0.069204541857564	0.000000000000000	
2^13	0.131954719770507	0.108100061755491	0.001572203598326	0.033576597209140	0.051391908448878	0.000000000000000	
2^14	0.109807390876968	0.090809427527849	0.000795541448035	0.033636915495658	0.037682604175705	0.000000000000000	
2^15	0.098103747962255	0.081817763538354	0.000376712049882	0.033684803849926	0.027365113467528	0.000000000000000	
2^16	0.090773026611727	0.077633320422361	0.000194416398446	0.033691081883955	0.020108827261576	0.000000000000000	
2^17	0.087378140260159	0.075767349233890	0.000085311829995	0.033685583104423	0.015520060084919	0.000000000000000	
2^18	0.085412560593872	0.074310319971669	0.000050913541180	0.033666872180696	0.011825332412161	0.000000000000000	
2^19	0.084732396005923	0.073960270164701	0.000024424374087	0.033648170487234	0.010456964028066	0.000000000000000	
2^20	0.084104814640590	0.073503725371271	0.000013405080726	0.033649493188888	0.009145898302073	0.000000000000000	
2^21	0.084206625409112	0.073622011962065	0.000007084453812	0.033642003712836	0.008270361927300	0.000000000000000	
2^22	0.083893846324138	0.073349440825155	0.000002953555791	0.033645538469457	0.007889213787061	0.000000000000000	
2^23	0.083914774531144	0.073240665563063	0.000001541507084	0.033640941422323	0.007713716210979	0.000000000000000	
2^24	0.083937765961814	0.073232353776218	0.000000749447929	0.033639924537479	0.007579223565626	0.000000000000000	
